state_code,state,year,pct_of_2019,diff,above,below
VIC,Victoria,2023.125,94.7125,-5.2875,0,-5.2875
VIC,Victoria,2023.1667,95.2833,-4.7167,0,-4.7167
VIC,Victoria,2023.2083,95.8542,-4.1458,0,-4.1458
VIC,Victoria,2023.25,96.425,-3.575,0,-3.575
VIC,Victoria,2023.2917,96.9958,-3.0042,0,-3.0042
VIC,Victoria,2023.3333,97.5667,-2.4333,0,-2.4333
VIC,Victoria,2023.375,98.1375,-1.8625,0,-1.8625
VIC,Victoria,2023.4167,98.7083,-1.2917,0,-1.2917
VIC,Victoria,2023.4583,99.2792,-0.7208,0,-0.7208
VIC,Victoria,2023.5,99.85,-0.15,0,-0.15
VIC,Victoria,2023.5417,100.4208,0.4208,0.4208,0
VIC,Victoria,2023.5833,100.9917,0.9917,0.9917,0
VIC,Victoria,2023.625,101.5625,1.5625,1.5625,0
VIC,Victoria,2023.6667,102.1333,2.1333,2.1333,0
VIC,Victoria,2023.7083,102.7042,2.7042,2.7042,0
VIC,Victoria,2023.75,103.275,3.275,3.275,0
VIC,Victoria,2023.7917,103.8458,3.8458,3.8458,0
VIC,Victoria,2023.8333,104.4167,4.4167,4.4167,0
VIC,Victoria,2023.875,104.9875,4.9875,4.9875,0
VIC,Victoria,2023.9167,105.5583,5.5583,5.5583,0
VIC,Victoria,2023.9583,106.1292,6.1292,6.1292,0
VIC,Victoria,2024.0,106.7,6.7,6.7,0
VIC,Victoria,2024.0417,106.6167,6.6167,6.6167,0
VIC,Victoria,2024.0833,106.5333,6.5333,6.5333,0
VIC,Victoria,2024.125,106.45,6.45,6.45,0
VIC,Victoria,2024.1667,106.3667,6.3667,6.3667,0
VIC,Victoria,2024.2083,106.2833,6.2833,6.2833,0
VIC,Victoria,2024.25,106.2,6.2,6.2,0
VIC,Victoria,2024.2917,106.1167,6.1167,6.1167,0
VIC,Victoria,2024.3333,106.0333,6.0333,6.0333,0
VIC,Victoria,2024.375,105.95,5.95,5.95,0
VIC,Victoria,2024.4167,105.8667,5.8667,5.8667,0
VIC,Victoria,2024.4583,105.7833,5.7833,5.7833,0
VIC,Victoria,2024.5,105.7,5.7,5.7,0
VIC,Victoria,2024.5417,105.6167,5.6167,5.6167,0
VIC,Victoria,2024.5833,105.5333,5.5333,5.5333,0
VIC,Victoria,2024.625,105.45,5.45,5.45,0
VIC,Victoria,2024.6667,105.3667,5.3667,5.3667,0
VIC,Victoria,2024.7083,105.2833,5.2833,5.2833,0
VIC,Victoria,2024.75,105.2,5.2,5.2,0
VIC,Victoria,2024.7917,105.1167,5.1167,5.1167,0
VIC,Victoria,2024.8333,105.0333,5.0333,5.0333,0
VIC,Victoria,2024.875,104.95,4.95,4.95,0
VIC,Victoria,2024.9167,104.8667,4.8667,4.8667,0
VIC,Victoria,2024.9583,104.7833,4.7833,4.7833,0
VIC,Victoria,2025.0,104.7,4.7,4.7,0
WA,Western Australia,2019.0,100.0,0.0,0,0
WA,Western Australia,2019.0417,99.725,-0.275,0,-0.275
WA,Western Australia,2019.0833,99.45,-0.55,0,-0.55
WA,Western Australia,2019.125,99.175,-0.825,0,-0.825
WA,Western Australia,2019.1667,98.9,-1.1,0,-1.1
WA,Western Australia,2019.2083,98.625,-1.375,0,-1.375
WA,Western Australia,2019.25,98.35,-1.65,0,-1.65
WA,Western Australia,2019.2917,98.075,-1.925,0,-1.925
WA,Western Australia,2019.3333,97.8,-2.2,0,-2.2
WA,Western Australia,2019.375,97.525,-2.475,0,-2.475
WA,Western Australia,2019.4167,97.25,-2.75,0,-2.75
WA,Western Australia,2019.4583,96.975,-3.025,0,-3.025
WA,Western Australia,2019.5,96.7,-3.3,0,-3.3
WA,Western Australia,2019.5417,96.425,-3.575,0,-3.575
WA,Western Australia,2019.5833,96.15,-3.85,0,-3.85
WA,Western Australia,2019.625,95.875,-4.125,0,-4.125
WA,Western Australia,2019.6667,95.6,-4.4,0,-4.4
WA,Western Australia,2019.7083,95.325,-4.675,0,-4.675
WA,Western Australia,2019.75,95.05,-4.95,0,-4.95
WA,Western Australia,2019.7917,94.775,-5.225,0,-5.225
WA,Western Australia,2019.8333,94.5,-5.5,0,-5.5
WA,Western Australia,2019.875,94.225,-5.775,0,-5.775
WA,Western Australia,2019.9167,93.95,-6.05,0,-6.05
WA,Western Australia,2019.9583,93.675,-6.325,0,-6.325
WA,Western Australia,2020.0,93.4,-6.6,0,-6.6
WA,Western Australia,2020.0417,92.6958,-7.3042,0,-7.3042
WA,Western Australia,2020.0833,91.9917,-8.0083,0,-8.0083
WA,Western Australia,2020.125,91.2875,-8.7125,0,-8.7125
WA,Western Australia,2020.1667,90.5833,-9.4167,0,-9.4167
WA,Western Australia,2020.2083,89.8792,-10.1208,0,-10.1208
WA,Western Australia,2020.25,89.175,-10.825,0,-10.825
WA,Western Australia,2020.2917,88.4708,-11.5292,0,-11.5292
WA,Western Australia,2020.3333,87.7667,-12.2333,0,-12.2333
WA,Western Australia,2020.375,87.0625,-12.9375,0,-12.9375
WA,Western Australia,2020.4167,86.3583,-13.6417,0,-13.6417
WA,Western Australia,2020.4583,85.6542,-14.3458,0,-14.3458
WA,Western Australia,2020.5,84.95,-15.05,0,-15.05
WA,Western Australia,2020.5417,84.2458,-15.7542,0,-15.7542
WA,Western Australia,2020.5833,83.5417,-16.4583,0,-16.4583
WA,Western Australia,2020.625,82.8375,-17.1625,0,-17.1625
WA,Western Australia,2020.6667,82.1333,-17.8667,0,-17.8667
WA,Western Australia,2020.7083,81.4292,-18.5708,0,-18.5708
WA,Western Australia,2020.75,80.725,-19.275,0,-19.275
WA,Western Australia,2020.7917,80.0208,-19.9792,0,-19.9792
WA,Western Australia,2020.8333,79.3167,-20.6833,0,-20.6833
WA,Western Australia,2020.875,78.6125,-21.3875,0,-21.3875
WA,Western Australia,2020.9167,77.9083,-22.0917,0,-22.0917
WA,Western Australia,2020.9583,77.2042,-22.7958,0,-22.7958
WA,Western Australia,2021.0,76.5,-23.5,0,-23.5
WA,Western Australia,2021.0417,76.8125,-23.1875,0,-23.1875
WA,Western Australia,2021.0833,77.125,-22.875,0,-22.875
WA,Western Australia,2021.125,77.4375,-22.5625,0,-22.5625
WA,Western Australia,2021.1667,77.75,-22.25,0,-22.25
WA,Western Australia,2021.2083,78.0625,-21.9375,0,-21.9375
WA,Western Australia,2021.25,78.375,-21.625,0,-21.625
WA,Western Australia,2021.2917,78.6875,-21.3125,0,-21.3125
WA,Western Australia,2021.3333,79.0,-21.0,0,-21.0
WA,Western Australia,2021.375,79.3125,-20.6875,0,-20.6875
WA,Western Australia,2021.4167,79.625,-20.375,0,-20.375
WA,Western Australia,2021.4583,79.9375,-20.0625,0,-20.0625
WA,Western Australia,2021.5,80.25,-19.75,0,-19.75
WA,Western Australia,2021.5417,80.5625,-19.4375,0,-19.4375
WA,Western Australia,2021.5833,80.875,-19.125,0,-19.125
WA,Western Australia,2021.625,81.1875,-18.8125,0,-18.8125
WA,Western Australia,2021.6667,81.5,-18.5,0,-18.5
WA,Western Australia,2021.7083,81.8125,-18.1875,0,-18.1875
WA,Western Australia,2021.75,82.125,-17.875,0,-17.875
WA,Western Australia,2021.7917,82.4375,-17.5625,0,-17.5625
WA,Western Australia,2021.8333,82.75,-17.25,0,-17.25
WA,Western Australia,2021.875,83.0625,-16.9375,0,-16.9375
WA,Western Australia,2021.9167,83.375,-16.625,0,-16.625
WA,Western Australia,2021.9583,83.6875,-16.3125,0,-16.3125
WA,Western Australia,2022.0,84.0,-16.0,0,-16.0
WA,Western Australia,2022.0417,86.1083,-13.8917,0,-13.8917
WA,Western Australia,2022.0833,88.2167,-11.7833,0,-11.7833
WA,Western Australia,2022.125,90.325,-9.675,0,-9.675
WA,Western Australia,2022.1667,92.4333,-7.5667,0,-7.5667
WA,Western Australia,2022.2083,94.5417,-5.4583,0,-5.4583
WA,Western Australia,2022.25,96.65,-3.35,0,-3.35
WA,Western Australia,2022.2917,98.7583,-1.2417,0,-1.2417
WA,Western Australia,2022.3333,100.8667,0.8667,0.8667,0
WA,Western Australia,2022.375,102.975,2.975,2.975,0
WA,Western Australia,2022.4167,105.0833,5.0833,5.0833,0
WA,Western Australia,2022.4583,107.1917,7.1917,7.1917,0
WA,Western Australia,2022.5,109.3,9.3,9.3,0
WA,Western Australia,2022.5417,111.4083,11.4083,11.4083,0
WA,Western Australia,2022.5833,113.5167,13.5167,13.5167,0
WA,Western Australia,2022.625,115.625,15.625,15.625,0
WA,Western Australia,2022.6667,117.7333,17.7333,17.7333,0
WA,Western Australia,2022.7083,119.8417,19.8417,19.8417,0
WA,Western Australia,2022.75,121.95,21.95,21.95,0
WA,Western Australia,2022.7917,124.0583,24.0583,24.0583,0
WA,Western Australia,2022.8333,126.1667,26.1667,26.1667,0
WA,Western Australia,2022.875,128.275,28.275,28.275,0
WA,Western Australia,2022.9167,130.3833,30.3833,30.3833,0
WA,Western Australia,2022.9583,132.4917,32.4917,32.4917,0
WA,Western Australia,2023.0,134.6,34.6,34.6,0
WA,Western Australia,2023.0417,136.0375,36.0375,36.0375,0
WA,Western Australia,2023.0833,137.475,37.475,37.475,0
WA,Western Australia,2023.125,138.9125,38.9125,38.9125,0
WA,Western Australia,2023.1667,140.35,40.35,40.35,0
WA,Western Australia,2023.2083,141.7875,41.7875,41.7875,0
WA,Western Australia,2023.25,143.225,43.225,43.225,0
WA,Western Australia,2023.2917,144.6625,44.6625,44.6625,0
WA,Western Australia,2023.3333,146.1,46.1,46.1,0
WA,Western Australia,2023.375,147.5375,47.5375,47.5375,0
WA,Western Australia,2023.4167,148.975,48.975,48.975,0
WA,Western Australia,2023.4583,150.4125,50.4125,50.4125,0
WA,Western Australia,2023.5,151.85,51.85,51.85,0
WA,Western Australia,2023.5417,153.2875,53.2875,53.2875,0
WA,Western Australia,2023.5833,154.725,54.725,54.725,0
WA,Western Australia,2023.625,156.1625,56.1625,56.1625,0
WA,Western Australia,2023.6667,157.6,57.6,57.6,0
WA,Western Australia,2023.7083,159.0375,59.0375,59.0375,0
WA,Western Australia,2023.75,160.475,60.475,60.475,0
WA,Western Australia,2023.7917,161.9125,61.9125,61.9125,0
WA,Western Australia,2023.8333,163.35,63.35,63.35,0
WA,Western Australia,2023.875,164.7875,64.7875,64.7875,0
WA,Western Australia,2023.9167,166.225,66.225,66.225,0
WA,Western Australia,2023.9583,167.6625,67.6625,67.6625,0
WA,Western Australia,2024.0,169.1,69.1,69.1,0
WA,Western Australia,2024.0417,169.0458,69.0458,69.0458,0
WA,Western Australia,2024.0833,168.9917,68.9917,68.9917,0
WA,Western Australia,2024.125,168.9375,68.9375,68.9375,0
WA,Western Australia,2024.1667,168.8833,68.8833,68.8833,0
WA,Western Australia,2024.2083,168.8292,68.8292,68.8292,0
WA,Western Australia,2024.25,168.775,68.775,68.775,0
WA,Western Australia,2024.2917,168.7208,68.7208,68.7208,0
WA,Western Australia,2024.3333,168.6667,68.6667,68.6667,0
WA,Western Australia,2024.375,168.6125,68.6125,68.6125,0
WA,Western Australia,2024.4167,168.5583,68.5583,68.5583,0
WA,Western Australia,2024.4583,168.5042,68.5042,68.5042,0
WA,Western Australia,2024.5,168.45,68.45,68.45,0
WA,Western Australia,2024.5417,168.3958,68.3958,68.3958,0
WA,Western Australia,2024.5833,168.3417,68.3417,68.3417,0
WA,Western Australia,2024.625,168.2875,68.2875,68.2875,0
WA,Western Australia,2024.6667,168.2333,68.2333,68.2333,0
WA,Western Australia,2024.7083,168.1792,68.1792,68.1792,0
WA,Western Australia,2024.75,168.125,68.125,68.125,0
WA,Western Australia,2024.7917,168.0708,68.0708,68.0708,0
WA,Western Australia,2024.8333,168.0167,68.0167,68.0167,0
WA,Western Australia,2024.875,167.9625,67.9625,67.9625,0
WA,Western Australia,2024.9167,167.9083,67.9083,67.9083,0
WA,Western Australia,2024.9583,167.8542,67.8542,67.8542,0
WA,Western Australia,2025.0,167.8,67.8,67.8,0
